primary_asset_contracts_address,primary_asset_contracts_asset_contract_type,primary_asset_contracts_created_date,primary_asset_contracts_name,primary_asset_contracts_nft_version,primary_asset_contracts_owner,primary_asset_contracts_schema_name,primary_asset_contracts_symbol,primary_asset_contracts_total_supply,primary_asset_contracts_description,primary_asset_contracts_dev_seller_fee_basis_points,primary_asset_contracts_seller_fee_basis_points,primary_asset_contracts_payout_address,stats_one_day_volume,stats_one_day_change,stats_one_day_sales,stats_one_day_average_price,stats_seven_day_volume,stats_seven_day_change,stats_seven_day_sales,stats_seven_day_average_price,stats_thirty_day_volume,stats_thirty_day_change,stats_thirty_day_sales,stats_thirty_day_average_price,stats_total_volume,stats_total_sales,stats_total_supply,stats_count,stats_num_owners,stats_average_price,stats_market_cap,stats_floor_price,slug,stats_time,created_date,description,display_data_card_display_style,safelist_request_status,name,telegram_url,twitter_username,instagram_username,discord_url,medium_username,external_url
0xd144b10e9837b24e0015e816e3cfd63ef5e4e192,semi-fungible,2021-11-07T07:19:20.500722,Robotars,,115090851,ERC1155,Robotars,,"[https://www.therobotars.com](https://www.therobotars.com/)

There are 4999 robotars to be minted on Robotar's collection, each with its unique features. Each robotars character is algorithmically generated by combining 410+ unique traits with varying rarity across categories.",1000,1250,0xc59f60af491a9880fe164057c1f1b2bae3a7770d,0,-1,0,0,0.105,-0.533333333,8,0.013125,0.9267,-0.544677339,36,0.025741667,4.94606001,219,2951,2951,526,0.022584749,38.731875,0.0079,robotars,"2022-03-06, 09:47:28",2021-11-07T07:25:19.138464,"[https://www.therobotars.com](https://www.therobotars.com/)

There are 4999 robotars to be minted on Robotar's collection, each with its unique features. Each robotars character is algorithmically generated by combining 410+ unique traits with varying rarity across categories.",cover,approved,Robotars,0,1,0,1,0,https://www.therobotars.com
0x8442dd3e5529063b43c69212d64d5ad67b726ea6,non-fungible,2021-08-09T07:09:55.446993,Goons,3,37967525,ERC721,GOONS,0,"Ridiculous. Chaotic. Fun. Play for free and earn!  

Welcome to Balatroon, where you can challenge your friends to epic card game battles! Earn and use $GOB to craft rare cards, level up, and customize your characters.   

**Rewards**: Earn $GOB by holding Goons or [Goon Bods](https://opensea.io/collection/goonbods)  
**Collect**: Rare and powerful Goon Cards  
**P2E Gaming**: Q1 2022  



",250,500,0xa2dbafe920fc1f8d394e10e92f67ab0b5c3f6262,10.0859,-0.152424011,37,0.272591892,38.7357,0.043176268,181,0.214009392,102.428961,1.126996991,566,0.180969896,3056.632589,9732,9696,9696,3233,0.31408062,2075.035067,0.2,goonsofbalatroon,"2022-03-06, 09:47:28",2021-08-09T07:12:57.721748,"Ridiculous. Chaotic. Fun. Play for free and earn!  

Welcome to Balatroon, where you can challenge your friends to epic card game battles! Earn and use $GOB to craft rare cards, level up, and customize your characters.   

**Rewards**: Earn $GOB by holding Goons or [Goon Bods](https://opensea.io/collection/goonbods)  
**Collect**: Rare and powerful Goon Cards  
**P2E Gaming**: Q1 2022  



",contain,verified,Goons of Balatroon,1,1,1,1,1,https://goonsofbalatroon.com
0xbe6e3669464e7db1e1528212f0bff5039461cb82,non-fungible,2021-08-14T01:22:31.315286,Wicked Apes,3,59253798,ERC721,WKDAPE,20,"10,000 Skeletal Apes living on the Ethereum blockchain as ERC-721 Non-Fungible Tokens. By owning an ape, you automatically yield 10 $WCKD utility coins that can be used throughout the Wicked Bone Club ecosystem. 

> - [Click to View Wicked Hounds](https://opensea.io/collection/wicked-hound-bone-club)
> - [Click to View Wicked Monsters](https://opensea.io/collection/wicked-monsters)

[CLICK FOR SALES BOT](https://twitter.com/WickedBoneBot)
| [CLICK FOR TWITTER](https://twitter.com/wickedboneclub)
",500,750,0xda6776bfba3252e6720911c4ed6a317e98d4954f,0.7455,0.943937419,10,0.07455,3.9739,-0.555992597,47,0.084551064,35.02269733,-0.501376564,312,0.112252235,7666.618957,22591,10000,10000,4909,0.339366073,845.5106383,0.069,wicked-ape-bone-club,"2022-03-06, 09:47:29",2021-08-14T01:22:31.901983,"10,000 Skeletal Apes living on the Ethereum blockchain as ERC-721 Non-Fungible Tokens. By owning an ape, you automatically yield 10 $WCKD utility coins that can be used throughout the Wicked Bone Club ecosystem. 

> - [Click to View Wicked Hounds](https://opensea.io/collection/wicked-hound-bone-club)
> - [Click to View Wicked Monsters](https://opensea.io/collection/wicked-monsters)

[CLICK FOR SALES BOT](https://twitter.com/WickedBoneBot)
| [CLICK FOR TWITTER](https://twitter.com/wickedboneclub)
",cover,verified,Wicked Ape Bone Club,0,1,1,1,0,https://wickedboneclub.com
0x7509615baf2f9d2ee3274bda6cc1fc444e0488e8,non-fungible,2021-12-16T02:01:40.737553,Infinite Realm 77-E,3,174735466,ERC721,IR77E,,"The Infinite Realm is a play-2-earn game built on NFT Worlds, with a collection of 7777 unique collectables crafted by British artist, scottylion.

Each collectable will give the holder exclusive access to an array of benefits, including $WRLD tokens, perks for our game, private events, early beta testing to our NFT Worlds Play-2-Earn metaverse game and much more!

Our vision, as a team, project and community is to be the best version of yourself. We want to help you achieve your goals and ambitions, whether they are financial, physical or mental
",600,850,0x9e34735d68083f7ec5066458897a79d46459d5a3,0.8183,-0.70186177,16,0.05114375,45.729379,-0.959256218,618,0.073995759,1168.213982,0,8628,0.135398004,1168.213982,8628,7694,7694,3184,0.135398004,569.323369,0.034,infinite-realm-official,"2022-03-06, 09:47:29",2021-12-16T17:59:02.889863,"The Infinite Realm is a play-2-earn game built on NFT Worlds, with a collection of 7777 unique collectables crafted by British artist, scottylion.

Each collectable will give the holder exclusive access to an array of benefits, including $WRLD tokens, perks for our game, private events, early beta testing to our NFT Worlds Play-2-Earn metaverse game and much more!

Our vision, as a team, project and community is to be the best version of yourself. We want to help you achieve your goals and ambitions, whether they are financial, physical or mental
",cover,approved,Infinite Realm Official,0,1,1,1,0,
0xf4ee95274741437636e748ddac70818b4ed7d043,non-fungible,2021-07-12T20:13:18.902522,The Doge Pound,3,56217421,ERC721,DOGGY,0,"The Doge Pound NFT, also called ""OG Doge"" within the community, is the first NFT collection of the Doge Pound Studios brand. We are a community of dog lovers committed to helping dogs across the globe, currently building the largest dog rescue shelter in East Africa. 
An OG Doge provides owners exclusive ""presale mint"" opportunities and early access to every new release from the Doge Pound Studios, including upcoming P2E games, future conferences, gaming events, and much more. 

Each Doge Pound NFT bought helps a dog in real life! ������������ 

Official Collections:

[Doge Pound Puppies](https://opensea.io/collection/doge-pound-puppies-real)
[The Howl of Fame!](https://opensea.io/collection/thedogepoundinfluencers)
[ Doge Pound Christmas ������������ ](https://opensea.io/collection/doge-p",600,850,0x3ad8ec5814cae34264f8c5679951d1d4d9f95b7f,9.9505,-0.285627109,9,1.105611111,109.22873,-0.639748898,92,1.187268804,979.5664741,-0.437181823,619,1.582498343,28425.78584,18504,10000,10000,5643,1.536196814,11872.68804,1.04,the-doge-pound,"2022-03-06, 09:47:30",2021-07-12T20:21:03.766305,"The Doge Pound NFT, also called ""OG Doge"" within the community, is the first NFT collection of the Doge Pound Studios brand. We are a community of dog lovers committed to helping dogs across the globe, currently building the largest dog rescue shelter in East Africa. 
An OG Doge provides owners exclusive ""presale mint"" opportunities and early access to every new release from the Doge Pound Studios, including upcoming P2E games, future conferences, gaming events, and much more. 

Each Doge Pound NFT bought helps a dog in real life! ������������ 

Official Collections:

[Doge Pound Puppies](https://opensea.io/collection/doge-pound-puppies-real)
[The Howl of Fame!](https://opensea.io/collection/thedogepoundinfluencers)
[ Doge Pound Christmas ������������ ](https://opensea.io/collection/doge-p",contain,verified,The Doge Pound,0,1,1,1,1,https://thedogepoundnft.com/
0xa5c0bd78d1667c13bfb403e2a3336871396713c5,non-fungible,2021-12-17T22:56:08.188760,CoolmansUniverse,3,170579675,ERC721,COOLMAN,0,"���� 10,000 Speshies vibin��� & surfing through the Universe ����

Spesh is looking for his best friend throughout Coolman's Universe. To travel through this universe, Spesh uses a surfboard and a magical compass, and finds himself exploring worlds that he's never experienced...

A project by Coolman Coffeedan aka Danny Casale ���� 
https://coolmansuniverse.com/",560,810,0x4bee6c76fad870722f811668be4d5361c2184fe7,31.9696,-0.588047157,23,1.389982609,423.390659,-0.594375708,259,1.634712969,5931.576347,-0.195727103,2896,2.048196253,19073.62203,23474,10000,10000,5669,0.812542474,16347.12969,1.3,coolmans-universe,"2022-03-06, 09:47:30",2021-12-17T23:15:45.785451,"���� 10,000 Speshies vibin��� & surfing through the Universe ����

Spesh is looking for his best friend throughout Coolman's Universe. To travel through this universe, Spesh uses a surfboard and a magical compass, and finds himself exploring worlds that he's never experienced...

A project by Coolman Coffeedan aka Danny Casale ���� 
https://coolmansuniverse.com/",contain,verified,Coolman's Universe,0,1,1,1,0,https://coolmansuniverse.com/
0x2931b181ae9dc8f8109ec41c42480933f411ef94,non-fungible,2021-10-15T13:19:57.316990,SlimHoods,3,127635912,ERC721,SLMHDS,0,"SlimHoods are a collection of 5000 randomly generated NFTs on the Ethereum blockchain.

They all wear hoods, but each SlimHood is unique.

SlimHoods is the first collection by Random Character Collective.",500,750,0x1cfa6f136712c997b5054dc801550355111063d8,41.413,-0.033211935,49,0.845163265,217.1576635,-0.515552171,345,0.629442503,2370.951116,-0.499524751,1950,1.215872367,9033.758527,12816,5000,5000,2765,0.704881283,3147.212515,0.745,slimhoods,"2022-03-06, 09:47:31",2021-10-15T19:16:32.231037,"SlimHoods are a collection of 5000 randomly generated NFTs on the Ethereum blockchain.

They all wear hoods, but each SlimHood is unique.

SlimHoods is the first collection by Random Character Collective.",cover,verified,SlimHoods,0,1,0,1,0,http://slimhoods.com
0x7ad922413739ebd7f1cb8fdcf74e6936dcec9e51,non-fungible,2022-03-02T20:15:00.792296,Brian Nfts By Braindom,3,266251127,ERC721,BRIAN,0,"Brian NFT collection by Braindom Games is a limited collection of 5,000 unique 3D NFTs with hundreds of unique attributes captured on Ethereum blockchain. Brian NFT collection is inspired by one of the most popular puzzle and brain teaser games ever - Braindom by Matchingham Games.",750,1000,0x050d9dcc46871ca05b1e4c8fc5d69c20c16285bc,22.950689,-0.393241617,97,0.236605041,640.0457382,0,2440,0.262313827,640.0457382,0,2440,0.262313827,640.0457382,2440,5000,5000,2336,0.262313827,1311.569136,0.22,brian-nfts-collection-by-braindom,"2022-03-06, 09:47:31",2022-03-02T21:10:15.963879,"Brian NFT collection by Braindom Games is a limited collection of 5,000 unique 3D NFTs with hundreds of unique attributes captured on Ethereum blockchain. Brian NFT collection is inspired by one of the most popular puzzle and brain teaser games ever - Braindom by Matchingham Games.",cover,approved,Brian NFTS Collection By Braindom,0,0,1,1,0,https://braindomgames.com/
0x88091012eedf8dba59d08e27ed7b22008f5d6fe5,non-fungible,2021-08-11T04:47:18.086359,Secret Society of Whales,3,61012032,ERC721,SSOW,0,"[Our Site](https://www.secretsocietyofwhales.com/) | [Discord](https://discord.gg/ssofwhales) | [Twitter](https://twitter.com/SSofWhales) | [Wealthy Whales](https://opensea.io/collection/ssowwealthywhales) | [Secret Society of Whales](https://opensea.io/collection/secretsocietyofwhales) | [Security Orcas](https://opensea.io/collection/secret-society-security-orcas)

Staking is now live! Go to the stake section of our website to begin staking your whales and orcas now. 

4.3k Unique holders counting wallets staking. 

Secret Society of Whales is a collection of 10,000 Whale NFTs that serve as a membership and a vote within our community. #TogetherWeWhale is our initiative to uplift the NFT space as a collective group.

Secret Society Security Orca Collection: https://opensea.io/collection/secret-society-security-orcas

Wealthy Whale V1 Collection: https://opensea.io/collection/ssowwealthywhales

SSoW Collabs Collection: https://opensea.io/collection/ssow-collabs",500,750,0xa1fc5e32efa21b78ee7a25c3f6748996040386fc,0.5719,3.236296296,11,0.051990909,3.3281,-0.295297182,51,0.065256863,20.10809,-0.597861607,257,0.078241595,1439.719452,10392,10000,10000,3951,0.138541133,652.5686275,0.038,secretsocietyofwhales,"2022-03-06, 09:47:32",2021-08-11T07:55:15.788808,"[Our Site](https://www.secretsocietyofwhales.com/) | [Discord](https://discord.gg/ssofwhales) | [Twitter](https://twitter.com/SSofWhales) | [Wealthy Whales](https://opensea.io/collection/ssowwealthywhales) | [Secret Society of Whales](https://opensea.io/collection/secretsocietyofwhales) | [Security Orcas](https://opensea.io/collection/secret-society-security-orcas)

Staking is now live! Go to the stake section of our website to begin staking your whales and orcas now. 

4.3k Unique holders counting wallets staking. 

Secret Society of Whales is a collection of 10,000 Whale NFTs that serve as a membership and a vote within our community. #TogetherWeWhale is our initiative to uplift the NFT space as a collective group.

Secret Society Security Orca Collection: https://opensea.io/collection/secret-society-security-orcas

Wealthy Whale V1 Collection: https://opensea.io/collection/ssowwealthywhales

SSoW Collabs Collection: https://opensea.io/collection/ssow-collabs",cover,verified,Secret Society of Whales,0,1,1,1,0,http://secretsocietyofwhales.com
0x2efa07cac3395599db83035d196f2a0e7263f766,non-fungible,2021-12-02T23:35:00.675021,FlowerGirls,3,156740223,ERC721,FLGS,0,"[Roadmap](https://www.flowergirlsnft.com/) | [Special Editions](https://opensea.io/collection/the-flower-girls-special) | [Drawing Inspirations](https://opensea.io/collection/drawing-inspirations) | [Children's Art Fund](https://opensea.io/flowergirlsartfund) | [Nifty Gateway](https://niftygateway.com/marketplace?collectible=0x2efa07cac3395599db83035d196f2a0e7263f766)
  
10,000 unique Flower Girls by **Varvara Alay**, generated from over 950 hand-drawn elements and stored as ERC-721 tokens on the Ethereum Blockchain.
  
��������� 20% of Primary & Secondary profits donated to a range of Children���������s charities  
��������� 5% of Primary & Secondary profits used to collect Children���������s NFT Art
  
Please visit our **[Website](https://www.flowergirlsnft.com/)",1000,1250,0x611b0e968a820714fb03f0989d3d483ab129396b,8.084,-0.67900012,14,0.577428571,215.0507333,0.940896824,289,0.744120184,1482.853618,0.141699495,1799,0.824265491,4010.944786,15413,10000,10000,4173,0.260231284,7441.201844,0.57,the-flower-girls,"2022-03-06, 09:47:32",2021-12-03T02:35:50.250255,"[Roadmap](https://www.flowergirlsnft.com/) | [Special Editions](https://opensea.io/collection/the-flower-girls-special) | [Drawing Inspirations](https://opensea.io/collection/drawing-inspirations) | [Children's Art Fund](https://opensea.io/flowergirlsartfund) | [Nifty Gateway](https://niftygateway.com/marketplace?collectible=0x2efa07cac3395599db83035d196f2a0e7263f766)
  
10,000 unique Flower Girls by **Varvara Alay**, generated from over 950 hand-drawn elements and stored as ERC-721 tokens on the Ethereum Blockchain.
  
��������� 20% of Primary & Secondary profits donated to a range of Children���������s charities  
��������� 5% of Primary & Secondary profits used to collect Children���������s NFT Art
  
Please visit our **[Website](https://www.flowergirlsnft.com/)",cover,verified,The Flower Girls,0,1,1,1,0,https://www.flowergirlsnft.com/
